ID,Item_Outlet_Sales
FDK60OUT017,1369.4686608136508
FDZ25OUT017,2577.022809804961
FDG12OUT046,2028.4012380511504
DRB01OUT019,1901.6879322743516
NCC43OUT027,5240.7819479924565
FDX13OUT019,2865.0511678998273
FDM22OUT049,1098.4876564845727
FDJ03OUT027,2178.369747496099
FDU14OUT018,4461.8151073908975
FDB33OUT010,1093.5872311040648
FDP27OUT046,2910.613899257696
FDO38OUT010,-507.07003625328343
FDE28OUT027,4897.207541175334
FDO27OUT035,1024.8461211730028
DRL23OUT027,3170.468153083635
FDS28OUT046,890.0273629403291
FDX24OUT013,1236.762465613976
FDZ02OUT035,1247.1065410755455
FDL46OUT045,1515.7216395951054
FDS60OUT027,4236.435148439838
NCO06OUT017,353.63463667237374
FDO16OUT035,1101.8921872761875
FDC60OUT049,1530.4335890483853
FDA48OUT018,3840.3736092735144
FDZ36OUT027,4403.440171765944
FDK27OUT045,1860.8569908189093
FDW23OUT018,1112.916743222887
FDM14OUT018,2303.4154769972693
FDM14OUT013,1471.2793111775209
FDW60OUT018,3347.1241681671454
FDE21OUT013,1575.63386231211
NCM42OUT035,1459.5457223644298
FDY59OUT010,-125.2330300732292
DRI49OUT049,1326.402045721772
FDT28OUT019,1325.3245848416354
FDQ22OUT018,1185.7382284349042
FDR60OUT049,1330.8455385855705
FDC50OUT019,264.77156796411145
FDV24OUT013,2012.4676247289663
DRF48OUT010,1803.0971483169124
FDQ47OUT046,473.67077880202123
DRN36OUT049,1776.169501615299
NCY06OUT035,1694.720915659127
FDE52OUT035,1151.4825303477173
NCB54OUT045,1696.7185963969569
NCF31OUT035,2083.7619846444704
FDJ08OUT027,4276.648374194321
NCC07OUT017,1603.9608567655087
NCD19OUT027,2340.476460096108
FDL46OUT049,2167.671838764325
FDM20OUT045,3728.7304274752114
NCI06OUT010,1347.5764407232955
DRM11OUT035,3717.427085047804
NCH07OUT018,2919.0819312767344
FDS23OUT013,1620.0050674053873
FDO49OUT018,1352.458981089785
FDS35OUT049,1199.174150589577
DRK39OUT045,1208.4176715888443
DRI39OUT049,1099.2922581735693
FDV04OUT017,2220.630197833576
NCN14OUT035,2467.237194498921
FDH08OUT013,3349.412224801761
FDS20OUT046,2878.750905054967
FDV40OUT049,1483.0450883979938
FDZ48OUT010,201.9057735007873
FDS24OUT027,2790.8880199068135
FDK44OUT049,2833.2293975617777
FDS48OUT045,2322.8557621082145
FDK26OUT010,1497.3640086326413
FDD23OUT045,2848.7625508799338
NCH54OUT017,2385.4976398864965
NCP14OUT010,55.34588729859115
FDM60OUT010,-811.7181609536046
FDV24OUT017,2196.4995551187367
FDH08OUT018,4117.046023315621
FDS12OUT027,3235.669212549361
FDR39OUT027,4191.629989043269
FDP12OUT027,2032.8866751975147
DRF60OUT027,5095.33212027166
FDC09OUT035,1347.6274516644025
FDF50OUT018,3510.2317778655797
FDG28OUT035,3490.815158899177
NCE19OUT017,535.5467421705289
NCM53OUT010,31.93115703840249
NCN18OUT049,2058.309654205441
FDF32OUT035,2762.6976771127793
FDF11OUT013,3493.996543203255
DRI59OUT049,3763.4564378439445
NCG54OUT035,2297.463599721479
FDM44OUT046,1656.9213100423021
FDT57OUT018,4222.2966737923325
FDV24OUT046,2327.572913321379
FDI50OUT019,2591.588270610313
FDS09OUT035,481.07044162877537
NCC31OUT027,3878.1343553407987
FDQ07OUT019,2296.9044965241155
FDC22OUT017,2562.7572328370916
FDZ56OUT046,2704.2519632426884
FDZ40OUT019,-106.18490468381151
FDS46OUT027,3278.8065856188914
DRD24OUT045,2128.8804637344765
FDV45OUT017,2847.743288265712
FDL26OUT045,2287.7689722996183
FDA56OUT018,2505.1954669134357
FDN27OUT046,1907.5234376659992
FDM20OUT049,4052.462055368411
FDO16OUT017,1276.4006549351143
FDL03OUT035,2782.8666354654997
FDE58OUT046,1859.8902232700912
FDI02OUT027,3088.1731217604156
NCC55OUT019,-401.9756657307844
FDR03OUT018,3783.5091074952707
FDB14OUT017,1279.8433674713706
FDR45OUT013,3480.8086878605245
NCN07OUT017,2148.373174371034
FDM51OUT019,683.7461983842722
FDT52OUT027,5224.143612943522
FDL26OUT046,2406.8546110410152
NCZ42OUT046,3803.521324855081
DRI47OUT019,1365.7687567639568
FDW40OUT013,1833.1233613646345
FDN34OUT046,2743.8891974967282
FDS01OUT035,2533.827639274392
NCG55OUT045,1533.2193628119767
FDC11OUT035,949.9986456837414
FDX35OUT018,4002.8788217070014
NCB06OUT046,2490.0601103766894
FDR09OUT019,2951.5517088815877
FDC53OUT017,1303.2641374997602
FDY45OUT013,3737.967051295356
FDA22OUT010,1286.277320221243
FDE02OUT035,1102.8311804395325
FDW21OUT045,1357.5518814114748
FDV34OUT046,1263.7735935086748
FDS59OUT049,1970.3074721656085
NCW17OUT017,1955.3986734439604
NCK54OUT046,1905.6324388891771
FDG17OUT019,2826.901371191163
FDG35OUT017,2487.3443284580244
FDD08OUT010,-1006.2591026848704
NCO07OUT017,3048.223790650436
FDJ10OUT010,360.37296672589946
FDW36OUT017,1340.87289576715
FDW21OUT010,58.917150827629484
FDY19OUT017,1561.0182900477485
DRE03OUT013,508.2373961979483
NCC55OUT049,841.6367710201666
FDH52OUT010,-432.73193527522926
FDO09OUT017,3886.991810614545
FDU43OUT045,3585.7365261363684
FDX09OUT010,1220.0318471070223
FDH40OUT019,238.1139432114951
FDW58OUT017,1405.165121162332
FDC47OUT017,3124.688270093455
NCR41OUT035,1241.4570113477785
DRG49OUT035,3485.389424686253
FDC52OUT027,3863.3244516579616
FDY13OUT046,1254.9554751460018
FDY35OUT013,486.00038527279503
FDI35OUT017,2956.8383625660263
NCU18OUT049,2434.4306380385115
FDY33OUT018,2910.1225978206967
FDC15OUT027,3685.423479792258
FDU01OUT049,3211.0922758370543
NCU42OUT046,2727.5062099317693
NCV29OUT018,3330.7701021421526
NCY30OUT017,2779.1314462160426
FDQ46OUT049,1917.2945632715837
FDG58OUT027,3762.2614385770485
FDK33OUT017,3268.641584754563
NCD07OUT045,1703.0239395772987
NCX29OUT027,3624.2640409561627
NCT42OUT013,2072.486579503895
DRN59OUT035,435.68814813347126
FDI44OUT035,870.0070373710314
FDA45OUT049,2838.5485401690785
FDP31OUT045,758.2335403227389
FDY01OUT046,1664.0915461615677
FDT09OUT018,2645.5989991586093
DRH03OUT027,2993.9360402322636
FDA36OUT018,3500.0229498446515
NCF31OUT017,2297.8522244239102
FDG14OUT049,2604.9495034552892
FDG28OUT027,5230.5332089396015
FDU14OUT049,4136.267318515456
FDY47OUT019,1051.8526712328066
FDI56OUT049,1598.1481015050085
DRD01OUT013,609.9667443951039
FDM22OUT046,990.2341913727378
FDH33OUT013,286.9615933170844
DRZ24OUT013,1534.538882617584
NCQ38OUT046,1737.2272866993972
FDO16OUT027,2803.709135879637
FDU07OUT027,3731.685591728903
NCB07OUT013,2687.1100667119917
FDU48OUT045,2148.73687905308
NCM43OUT045,2703.362527464049
FDR31OUT010,988.2862226767575
DRK49OUT018,1213.6924609164735
NCI30OUT010,2296.3928858155487
DRD60OUT017,2749.497799730072
NCG19OUT046,3529.598705928598
FDH12OUT035,1308.784521529682
FDM32OUT035,1181.6192859305465
FDM27OUT035,1982.1507781675518
NCU53OUT027,4088.2321987365885
NCQ18OUT046,1463.315438042182
FDS10OUT013,2514.1773496792684
FDB33OUT027,3926.3863538996084
FDI12OUT013,1001.1437316929878
NCW42OUT013,3130.717042264674
NCC06OUT018,2556.2534644499574
FDW02OUT017,1904.6732383297076
NCD43OUT017,1599.5270480039253
FDM57OUT018,1786.3790388754378
FDA58OUT017,3497.6305322695607
FDK56OUT046,2794.4622143125835
FDP52OUT045,3357.431532875131
FDW20OUT018,2484.0502004916634
FDS52OUT049,1889.5478199870886
NCT29OUT018,2378.8342564009154
NCL54OUT013,2410.969047567709
FDC05OUT045,3098.510983069491
FDF34OUT035,2818.4644130385004
FDP03OUT027,3363.570048741858
FDD32OUT010,-137.43827167151994
FDZ10OUT045,1959.429407409174
FDZ40OUT035,591.8603431511619
FDD51OUT018,1121.9450890107228
NCY30OUT019,1859.3843911208742
FDP58OUT017,2960.560045125949
FDV49OUT017,3848.3735953381183
FDY24OUT019,-374.5561194889451
NCO55OUT017,1323.405488127728
FDR13OUT017,1577.1998356894474
FDS51OUT017,736.2336363479953
FDP26OUT045,1214.694915418002
NCB54OUT027,3450.888930134439
FDF32OUT017,2933.6618759288904
FDN31OUT018,3419.094279592924
DRM48OUT017,406.4827267017281
FDN20OUT049,2895.9765646721335
DRL01OUT046,3733.382111039842
FDV56OUT049,1970.1431692784154
DRH13OUT027,3162.269816517528
FDA03OUT017,2181.7360518573932
FDF47OUT027,4839.25207216375
FDX32OUT046,2240.8715397715478
FDX57OUT049,1753.8834319243924
NCA30OUT045,2729.7765409565054
FDO49OUT013,552.707020210406
FDL04OUT019,487.88172776598003
DRM48OUT035,223.63951798146445
FDR16OUT013,2933.675567478642
NCC19OUT018,3444.634939674992
NCE42OUT045,3599.190227617637
FDY24OUT017,671.3431930518909
FDH19OUT049,2998.594063322
FDJ46OUT013,2419.802586975471
FDN45OUT010,2031.0893721118946
FDY08OUT035,1703.998748934333
FDZ37OUT035,1125.937193534066
NCT30OUT045,420.58072067678586
DRY23OUT018,1118.3039878633053
NCZ30OUT018,2463.881118805797
FDC44OUT018,2098.006590650297
FDB45OUT035,1378.9009902194503
FDY04OUT013,2263.554989877506
FDM27OUT046,2601.7620165407097
FDZ43OUT017,3437.0090462439275
FDT39OUT019,1470.819209584156
NCC06OUT019,1045.1383015374786
FDL15OUT027,3832.8768360176837
FDL57OUT017,3865.0717442633777
FDU08OUT046,1623.5216981260146
FDK40OUT017,3850.7371738816837
FDQ12OUT010,1934.6046425693703
FDS48OUT017,2104.815350722003
FDP09OUT045,3007.76075320601
FDW21OUT049,1868.2218680458227
FDY25OUT035,2550.4599381318258
DRE13OUT017,1109.4675542272562
FDV43OUT019,-381.62174952567966
FDD22OUT045,1376.6283087331085
FDM46OUT019,164.70625819310226
NCO30OUT010,1294.0321971434305
FDM25OUT046,2745.378506629115
NCN41OUT049,2160.9942981488
FDU24OUT045,1238.9154498144107
FDZ50OUT046,2853.811925328957
FDP45OUT013,3635.17826893824
NCM54OUT045,2058.7237878276137
FDW10OUT019,1672.445542740059
FDP20OUT017,1705.569924284986
FDK32OUT046,2388.0727389753138
FDN52OUT049,1500.9536298051316
FDM58OUT045,1707.9760902679227
FDZ46OUT027,3129.5040641015894
NCA18OUT018,2344.323491004613
FDD35OUT046,1998.4746830362656
NCK31OUT035,531.9156220697732
FDI40OUT027,2888.755999746405
FDT50OUT019,385.98698946377226
NCT06OUT046,2616.664060825342
FDT31OUT035,2671.633849245647
FDT45OUT049,1073.5297837234848
FDT13OUT045,2855.640793783401
FDO50OUT045,1286.9663743270557
NCU18OUT010,714.7522807377545
NCR54OUT049,3203.6119113420664
NCO18OUT018,3327.7301669914377
FDU09OUT045,774.5542256880781
FDT13OUT018,3482.2296919742857
FDE09OUT046,1841.3412517206052
NCK53OUT019,631.4027900657156
FDG45OUT049,3626.7660341573137
DRH15OUT035,347.38845427261367
FDO21OUT019,2583.3866417457803
FDD14OUT027,4109.2968438948155
FDC09OUT046,1681.607798179757
FDH45OUT027,2035.3873423879668
FDV32OUT046,1015.485187838678
FDG12OUT035,1648.3643392958202
FDS32OUT013,1924.643043804661
NCL55OUT018,4381.951897028659
DRE01OUT035,3312.012776178406
DRE15OUT049,1508.5249492849016
NCL42OUT045,3732.619402894943
FDP31OUT013,550.2821832517857
FDN33OUT018,1881.1459512908514
FDZ59OUT046,2534.863275391119
FDE45OUT010,1132.972039997936
FDJ07OUT013,1639.0718715344447
FDQ45OUT018,3446.0114458588123
FDM33OUT027,4764.4707933846785
FDO15OUT010,-154.43226121674797
FDM46OUT013,1005.6921267021262
FDR03OUT045,3357.6667032033583
FDY49OUT018,3165.979188773177
FDQ60OUT045,1678.157743135118
FDW10OUT049,3044.6907982150296
FDO51OUT049,989.0135285754495
FDJ40OUT018,2224.04588515874
FDS20OUT018,3344.7579277348614
FDU45OUT013,1493.8093674932188
FDV02OUT035,2323.906028759766
FDN09OUT046,3813.5985484807206
NCM55OUT027,4294.539375863582
FDN23OUT018,2753.0511068827936
FDY31OUT010,818.1893710714676
FDW03OUT010,289.17802219909026
FDD14OUT046,2703.277809416484
FDV23OUT017,1604.3974433366693
DRI03OUT045,2485.241109852019
FDN13OUT035,1120.7933261544185
FDF45OUT027,2431.2721167724703
FDU46OUT035,1143.254627150105
FDB57OUT049,3724.9980204543026
FDV12OUT049,1883.1058968564103
FDQ58OUT013,2126.9708065760205
NCA18OUT017,1911.6024208971594
FDH52OUT049,1297.481623599031
FDM24OUT018,2825.4609232087905
NCP43OUT027,4264.906958838899
NCO18OUT019,1814.8445615231194
FDM32OUT017,1179.8616477489413
NCL07OUT017,351.334983162129
FDK03OUT013,3604.015362686476
FDP59OUT017,1702.9098233039967
FDQ24OUT049,4202.53801165591
FDQ16OUT018,2242.1668205720243
FDU44OUT013,2200.5789462142657
FDH28OUT010,-795.9139922782497
FDV28OUT019,-707.2424805953551
FDM22OUT045,572.44132555943
FDR56OUT046,3000.418049705486
FDV39OUT049,3374.4202123927043
FDU37OUT019,132.36871722096657
FDQ11OUT010,2459.515508011813
FDX02OUT045,3156.653701455676
NCS42OUT018,1948.7323210209033
FDY57OUT027,2802.185414422609
FDB21OUT049,3838.5421127106783
FDE28OUT017,3348.553903033964
FDQ55OUT017,1733.9323075740358
FDA48OUT049,3599.274269671221
FDZ19OUT045,2545.5245396606697
NCC43OUT045,3746.669817365315
NCV18OUT046,1253.4472791449898
NCA42OUT018,3033.2048174774136
FDY45OUT046,4039.2639555426776
NCC30OUT045,2511.7959235572616
FDM57OUT013,1020.7191713510201
FDL09OUT010,1117.709243237644
FDB09OUT027,3360.383375743844
FDT44OUT035,1476.4319595471716
NCT06OUT027,3998.0781332586084
FDX26OUT049,3028.839326267105
FDK32OUT013,2094.3886115588484
DRA12OUT046,2292.9183908629693
FDO46OUT010,1351.3251029187486
FDE52OUT013,1116.5371296798548
NCH42OUT045,3688.8339986655174
FDV08OUT035,420.8690028014789
FDB47OUT018,3755.860043209641
FDC28OUT010,260.42323917688736
FDD22OUT046,1745.6942434932716
FDS07OUT027,3149.1845736980413
DRI13OUT045,3315.1800194889693
FDG32OUT018,3771.2168796388814
FDU14OUT017,3805.630065098867
FDD28OUT019,-66.73735240431051
NCP41OUT017,1484.0266747500718
FDS08OUT049,2954.6165085597986
FDX47OUT045,2393.353768062825
FDC53OUT019,691.7872966849554
FDQ19OUT035,3498.9821561286717
FDL14OUT045,2150.8486009656335
FDM33OUT019,2330.444439333053
FDA51OUT045,1306.6682848110286
FDZ27OUT018,1357.9101167990111
FDT04OUT046,617.7370708273356
DRC13OUT049,2231.026826562189
FDR16OUT027,4672.912561898236
FDQ03OUT027,5053.853278255501
FDE38OUT035,2335.4135068156265
DRH23OUT027,2166.210966504501
FDT11OUT019,1988.3897781707037
FDD09OUT035,2538.451961741064
FDR40OUT045,1076.3785205325748
FDX07OUT017,2594.639008156715
FDR07OUT035,1175.023580482186
FDA51OUT017,1331.273381332785
FDT59OUT019,2677.0414266485586
FDF20OUT017,2763.0441793974805
FDR13OUT045,1539.5590530454429
FDY26OUT049,3526.6106697379073
FDW04OUT017,1928.5821703948568
FDK52OUT017,3376.3008870608774
FDN60OUT049,2621.761055353807
FDM09OUT019,1563.1089840637078
FDP46OUT049,1581.497386766785
FDB50OUT019,-19.23011604383464
NCQ29OUT049,4173.251696485457
FDP16OUT027,5243.691385372138
FDX33OUT018,2924.747576746846
FDP07OUT010,1689.0174455298993
FDN22OUT046,3786.8556003609065
FDF39OUT049,4369.308181651852
FDS21OUT017,910.2745156317578
NCM42OUT013,1435.3439587088724
FDK50OUT019,1610.5121460423934
DRF13OUT027,3755.2667763005356
FDH35OUT018,3064.2106033816044
FDP60OUT018,2072.739094871524
DRJ49OUT027,3521.763439777342
NCT42OUT019,1382.4181288747068
FDE38OUT049,2867.9875122866397
FDI04OUT049,3289.271119365456
NCH54OUT045,2320.470605120432
FDT56OUT049,1071.8446611510044
DRD15OUT018,4114.524338735615
FDV58OUT013,2792.186493643636
FDP21OUT049,3187.3739812001986
FDH05OUT013,3260.890506996555
FDR10OUT027,3998.305350802215
NCP06OUT045,2234.6129283520586
FDF33OUT049,1976.6452692897856
DRK37OUT013,2735.39911705775
DRH49OUT045,1501.2513972305042
FDT58OUT013,2268.0777800685482
FDD41OUT018,2104.6306928577733
FDP40OUT018,2280.7036163141347
FDM51OUT027,3067.746853675764
FDO45OUT010,-75.0591101185073
FDW33OUT010,81.173967294877
FDY24OUT045,854.4881012345104
FDB10OUT010,2173.717792604525
FDM40OUT035,1751.6712529403667
NCI06OUT017,2527.3967863218404
FDW12OUT019,1286.6395321371274
FDX48OUT027,3861.2680865428174
NCW05OUT027,2961.6513526182043
FDX27OUT017,1299.0793313858503
DRM37OUT045,2911.794104501956
FDA38OUT045,3688.5854795030627
FDR36OUT046,592.0942202132246
FDZ45OUT046,3097.2979630698337
FDG05OUT017,2123.625694071552
FDK28OUT013,3703.9996657458214
FDV47OUT045,1446.9446885384186
FDN21OUT045,2543.785962998645
FDP20OUT027,3415.0562462017697
FDI35OUT045,2750.7256603314054
DRY23OUT013,337.5436474916605
FDA56OUT017,2086.404314679541
FDB09OUT013,1623.0898059987812
NCO26OUT027,3219.5204980002673
FDQ49OUT018,2982.6974740808428
FDI52OUT027,3256.3777878861492
FDZ44OUT027,3276.410430270118
FDZ09OUT018,2985.1113420204865
FDY03OUT049,1977.2320087832722
NCG42OUT017,1943.6285938853816
DRI13OUT027,4861.177077783839
FDQ32OUT013,1675.3278651160126
FDW16OUT035,1146.952642652037
FDU27OUT046,615.7348556737015
FDR28OUT010,935.4973754882867
FDQ49OUT010,839.4676372873337
FDS37OUT046,1895.0103343702267
FDW26OUT018,3853.543637867753
FDX12OUT018,4291.650132542318
NCP06OUT013,2072.176811363901
FDW45OUT010,1016.9037637423098
NCN30OUT049,1772.6793210644119
FDN24OUT049,997.5845455322033
NCL41OUT027,1983.6125497821358
FDR02OUT019,796.853848040113
FDD09OUT010,1219.759536274354
FDS33OUT010,-164.7807625327314
FDU22OUT045,1504.599241826856
FDI53OUT013,2116.2196345202083
DRH01OUT049,2904.054435241638
FDX32OUT013,1862.8258508016534
NCP30OUT018,1181.9379667367384
FDB60OUT045,2982.621621154891
FDB14OUT049,1624.7228143868215
NCP02OUT035,645.2996046620956
FDJ10OUT017,1784.7452573701776
FDG34OUT046,1847.2048123668574
NCB18OUT017,1101.017562157942
FDM16OUT049,1445.5693645280007
FDW25OUT018,1875.9614936713651
FDB35OUT010,-49.60822847236341
DRN11OUT013,1795.5248446698479
FDF41OUT019,2632.621033494419
FDH16OUT045,1089.7960603605352
NCQ50OUT018,3832.9567817358693
DRH23OUT018,1257.7445233276403
DRJ37OUT013,2076.4520098244884
DRJ24OUT027,4208.913200019453
FDY16OUT035,2487.2934925731533
FDQ27OUT045,1378.8709308512607
FDZ33OUT045,1930.2463801757767
FDF29OUT045,1797.4888663540223
FDA08OUT049,2776.4878804338423
FDG31OUT046,1163.4631387656063
FDE34OUT019,1985.1626226607414
NCR30OUT027,2559.497388192025
FDV33OUT035,3739.0647844847845
DRZ24OUT018,2490.3892265064715
NCL54OUT035,2353.760845998613
FDR12OUT049,2963.147219359329
NCC54OUT046,3717.8244128072893
DRN59OUT013,543.4403933595131
FDX50OUT019,668.7217435842049
FDV31OUT027,4108.487045402278
NCA29OUT027,4146.427766488276
FDW60OUT049,3053.4566494336104
FDX08OUT017,2781.46247606207
DRD49OUT013,3211.986534014626
FDD33OUT046,3531.886960632559
FDW35OUT013,473.15734075318323
FDJ36OUT017,1602.6121940064932
FDV51OUT035,2328.8327333677043
FDW36OUT046,1706.0927038661703
FDH35OUT046,2605.91852035754
NCS30OUT027,3403.8850167500423
FDN49OUT017,426.6991803321762
FDL08OUT018,4328.263218500217
FDI09OUT013,3325.2549083687663
FDP19OUT018,2348.126360982078
FDU21OUT010,-991.6808061280617
NCP41OUT045,1640.9535807195643
FDY10OUT013,1473.5594492907094
FDP12OUT018,1126.4772202303484
NCN26OUT049,2091.013857855136
FDK44OUT013,2310.523965961398
FDC28OUT049,1948.5227790752615
FDJ41OUT027,5543.153534199713
NCT29OUT035,1623.437485464512
NCH42OUT019,2580.1492062334555
FDU60OUT018,3101.763945805368
FDS02OUT045,2756.426917779543
FDC51OUT046,2030.5510120345552
FDU03OUT013,2495.0296636591083
FDX39OUT045,3389.3034412153975
NCY05OUT010,-676.0872793650879
NCL06OUT027,5415.922179162049
FDD32OUT035,1037.1159434434503
NCN41OUT045,1621.1253062291507
NCX53OUT049,2501.1613551528426
FDU57OUT019,1230.91406512897
FDQ23OUT046,1729.6085658003103
FDQ52OUT045,3449.8502365308486
FDC14OUT045,368.90702132429215
FDY09OUT035,2487.8578888827687
FDQ28OUT045,2122.2963996308117
FDV25OUT046,3485.992435945871
FDJ07OUT035,1595.7461970095846
DRB25OUT049,1883.3895329044208
FDK52OUT019,2421.3512307642923
FDY52OUT027,2495.1541927155504
FDB28OUT046,3054.3758209505577
FDT36OUT035,207.46881325796494
FDV25OUT017,3174.5962397004605
NCN07OUT027,3480.8327069885454
FDC57OUT017,2891.340513542711
FDQ03OUT018,4152.429770942288
FDU23OUT017,2564.6515170774637
NCX41OUT035,3055.379310103506
NCD06OUT035,381.57534926541484
FDW08OUT045,1220.9263249027535
NCU29OUT017,2024.0477948969328
NCE06OUT013,2164.819840742801
FDV52OUT010,386.8933136672149
FDB02OUT017,2889.893734064506
NCR18OUT045,829.3330745029962
FDK16OUT049,1805.7842453333778
NCQ29OUT010,2411.430650035347
FDZ01OUT019,741.4064166242342
FDW27OUT035,2014.8221913550915
FDD17OUT018,4238.069001245081
FDW39OUT013,2498.967814590871
DRH59OUT045,1247.1399498754035
FDS52OUT013,1384.835914688827
FDU40OUT027,4477.027985332363
NCF54OUT013,2414.099563087906
FDH46OUT045,1724.7293761427773
NCP14OUT049,1777.3545754333118
FDH50OUT049,3197.025075673806
DRF15OUT010,967.3757805832947
FDV27OUT027,2828.093845974765
NCJ06OUT049,2135.2994585590404
FDN02OUT018,3670.997687532139
FDQ51OUT049,1037.958903704939
FDQ07OUT017,3298.1872804136547
FDS45OUT049,1926.3379251175847
NCJ06OUT045,1808.500703014617
FDD36OUT035,1589.5431088595906
FDY25OUT045,2569.3019995043705
FDU52OUT046,2438.9326376241916
DRK47OUT017,3229.4873390806315
NCL30OUT017,1713.7163040067662
FDN22OUT035,3463.6528676857542
NCF30OUT027,3280.6684077765403
FDK03OUT035,3640.452421251426
FDT45OUT017,575.7440706042089
NCC54OUT027,5072.709386499175
FDP08OUT018,3444.2093920941643
FDU44OUT046,2564.862206256781
DRG39OUT035,564.6511396159003
FDU32OUT049,2184.0087681323203
FDY27OUT049,3101.4856401130673
NCP54OUT013,1659.2665988613462
NCZ41OUT049,2194.5727955570437
DRL49OUT013,1951.933330711965
FDI05OUT018,1613.9056829655747
FDY56OUT045,3383.3093060617684
DRC13OUT013,1709.5282147549424
NCV29OUT017,2945.7153861539246
FDR24OUT049,1622.4746877261805
FDZ34OUT018,3473.029009358421
FDP37OUT035,1554.533681889323
FDX08OUT027,4274.974634651113
FDS57OUT045,2017.1510764994764
NCG18OUT049,1885.7197065914152
FDK25OUT018,3000.7784240989977
FDH53OUT049,1558.1895582813813
DRI59OUT018,4007.9114355358633
FDA52OUT046,2673.0073784356264
FDT20OUT010,-1016.841717750217
FDE36OUT019,1562.320163884775
FDI24OUT017,2393.025763250802
FDB28OUT018,3553.906870335157
FDV11OUT017,2625.679029891906
FDP01OUT046,2430.1217356276375
FDD34OUT027,3991.9555405521405
FDJ50OUT027,2306.988639159841
FDZ44OUT013,1588.9160236896823
DRO59OUT035,913.1483907491656
DRB48OUT045,381.8378770299005
FDR21OUT018,3209.3998816883213
NCE42OUT010,2266.6809131798555
FDO23OUT046,1368.8254278114782
NCE30OUT018,3734.059404008054
FDQ22OUT035,344.1556461602195
FDY01OUT045,1328.5767969029166
FDS08OUT017,2469.113213174869
